"","GEOID","county","hhincome","hhincome_log","pct_pov","pct_pov_log","pct_white","pop","review_count","review_count_log","avg_rating","avg_price","n"
"47","13067030274","Cobb County",108821,11.5975514992907,0.0541368743615935,-2.74673581740449,0.633810010214505,3916,41.6666666666667,3.41417597242102,"3","1",3
"48","13067030278","Cobb County",85906,11.3611253537242,0.165292096219931,-1.74130157523666,0.632059645852749,5365,33.8,2.36748815749347,"4","2",5
"49","13067030319","Cobb County",125500,11.7401407156545,0.0556581986143187,-2.72329280233958,0.704895426338773,4351,18,2.94443897916644,"4","1",1
"50","13067030326","Cobb County",166071,12.0202309001361,0.0112994350282486,-3.84907473111391,0.76361581920904,4425,22.5,3.08689305195097,"4","1",2
"51","13067030329","Cobb County",125714,11.741844307141,0.0182186234817814,-3.56777311185554,0.773504273504274,4446,37,3.63758615972639,"2","1",1
"52","13067030332","Cobb County",147656,11.9027082456763,0,-4.60517018598809,0.762852404643449,3015,7,2.07944154167984,"3","NaN",1
"53","13067030334","Cobb County",149420,11.9145833347354,0.0876762722256284,-2.32609661303621,0.774992357077346,3271,65,4.09044047099819,"4","2",2
"54","13067030337","Cobb County",188684,12.1478819343487,0.0119142176330421,-3.82061964581515,0.807372175980975,5046,17.5,2.8518912373281,"4","1",2
"55","13067030340","Cobb County",155132,11.9520961055436,0.0184800184800185,-3.55855254356152,0.787017787017787,4329,13.5,2.62351203608024,"4","1",2
"56","13067030342","Cobb County",185650,12.1316723229539,0.0132149494115218,-3.76295883664156,0.842419255297264,4861,49,3.91202300542815,"2","1",1
"57","13067030344","Cobb County",73457,11.2045916047876,0.103079664036651,-2.17966271718477,0.332405767771313,3953,44,3.80666248977032,"4","2",1
"58","13067030345","Cobb County",98115,11.4939974550847,0.112501548754801,-2.09963160618094,0.326170186488823,8097,54.3333333333333,3.89292430567093,"3","1",9
"59","13067030347","Cobb County",100586,11.5188677744259,0.0347604917337855,-3.10642940958925,0.588347055098163,4737,322,5.77765232322266,"4","1",1
